block,knob,value,seed_index,seed,volume,volume_se,empirical_coverage,threshold_q,delta_1,ell,flow_training_time,calibration_time,volume_estimation_time,run_time,cfg_t,cfg_n_layers,cfg_hidden,cfg_activation,cfg_n_train,cfg_n_calib,cfg_n_test,cfg_epochs,cfg_batch_size,cfg_lr,cfg_coupling,cfg_epsilon_1,cfg_ell_offset,cfg_n_volume_mc
A,t,1.0,2,345271140,0.6607004920155717,0.007175597348708343,0.9998000264167786,1.9335107803344727,0.9969902212511332,7999,8.573572874069214,0.08222246170043945,0.5701336860656738,9.291803121566772,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,2,0,691014430,1.188604669939778,0.008948730763831667,0.9998000264167786,1.8392996788024902,0.9969902212511332,7999,7.943182468414307,0.043421030044555664,0.07642149925231934,8.099867105484009,1.0,2,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,2,1,310407799,1.2121197558266203,0.00900521968402407,0.9998000264167786,1.849985957145691,0.9969902212511332,7999,7.93255877494812,0.0434727668762207,0.07719302177429199,8.08983826637268,1.0,2,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,2,2,169537719,1.2549571932600116,0.009104104448678542,0.9995999932289124,1.8802564144134521,0.9969902212511332,7999,7.941526174545288,0.04344987869262695,0.07731389999389648,8.098860502243042,1.0,2,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,3,0,1792528799,0.8716981398214898,0.008015853333575816,1.0,1.9705862998962402,0.9969902212511332,7999,8.396113872528076,0.060277700424194336,0.1032552719116211,8.609724044799805,1.0,3,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,3,1,124990669,0.7964134259105649,0.007739751618872116,1.0,1.868512511253357,0.9969902212511332,7999,8.279787302017212,0.06044483184814453,0.09356927871704102,8.477317810058594,1.0,3,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,3,2,505597300,0.7893953392175419,0.007712760794439726,1.0,1.9332647323608398,0.9969902212511332,7999,8.309941053390503,0.07044124603271484,0.10230636596679688,8.541234254837036,1.0,3,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,4,0,1361058066,0.6936944904032103,0.007321386551590615,1.0,1.979860782623291,0.9969902212511332,7999,8.737016439437866,0.07954287528991699,0.5655860900878906,9.446583032608032,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,4,1,1266371100,0.6784735378387268,0.007254867331324478,0.9994000196456909,1.9619719982147217,0.9969902212511332,7999,8.770271301269531,0.07997655868530273,0.5627322196960449,9.470528364181519,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,4,2,500505917,0.6442034928217524,0.007100430836317359,1.0,1.9178640842437744,0.9969902212511332,7999,8.782987594604492,0.08007669448852539,0.5840921401977539,9.50944972038269,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,5,0,1975424026,0.6252455999128301,0.007012098719929874,0.9995999932289124,1.9361530542373657,0.9969902212511332,7999,9.097695589065552,0.10150027275085449,0.6518533229827881,9.916438579559326,1.0,5,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,5,1,1839597752,0.6159489506845119,0.0069679955257338074,1.0,1.934565544128418,0.9969902212511332,7999,9.144702911376953,0.1488795280456543,0.5976974964141846,9.953542947769165,1.0,5,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,5,2,1458991121,0.6380968583057793,0.007072208849341099,0.9995999932289124,1.980268120765686,0.9969902212511332,7999,8.9404137134552,0.08897733688354492,0.6401872634887695,9.743656158447266,1.0,5,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,6,0,1983483689,0.5676428001888212,0.00673005134654737,1.0,1.9405537843704224,0.9969902212511332,7999,9.432633876800537,0.12155556678771973,0.6645164489746094,10.286569118499756,1.0,6,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,6,1,1503538171,0.5509635037688589,0.0066442835953597935,0.9998000264167786,1.9266433715820312,0.9969902212511332,7999,9.475279808044434,0.12325024604797363,0.7591919898986816,10.425827026367188,1.0,6,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_layers,6,2,1024552108,0.5541535524348689,0.00666083717403301,0.9995999932289124,1.9035371541976929,0.9969902212511332,7999,9.503055810928345,0.12341165542602539,0.6526968479156494,10.34892749786377,1.0,6,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,16,0,1730805528,0.9783362110384317,0.0083682567569184,0.9998000264167786,1.7740588188171387,0.9969902212511332,7999,8.533035516738892,0.0606689453125,0.07173728942871094,8.715695142745972,1.0,4,16,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,16,1,2084216250,1.0906251906828217,0.008695736882863288,0.9998000264167786,1.9368765354156494,0.9969902212511332,7999,8.452367544174194,0.06256961822509766,0.07885956764221191,8.64525580406189,1.0,4,16,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,16,2,443874029,0.9196396958648947,0.008179604633108233,1.0,1.8631091117858887,0.9969902212511332,7999,8.454953670501709,0.06184840202331543,0.08523082733154297,8.651492357254028,1.0,4,16,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,32,0,1375163324,0.7428209614397119,0.007527875044055573,0.9994000196456909,1.9365134239196777,0.9969902212511332,7999,8.477956295013428,0.07124161720275879,0.09811544418334961,8.706234455108643,1.0,4,32,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,32,1,1252265842,0.8397066573398106,0.007901459079253019,0.9998000264167786,2.0279951095581055,0.9969902212511332,7999,8.574294328689575,0.07058358192443848,0.09447336196899414,8.797333240509033,1.0,4,32,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,32,2,514611175,0.8089912893947968,0.007787574418109453,0.9995999932289124,1.9417760372161865,0.9969902212511332,7999,8.45849895477295,0.07100152969360352,0.09438109397888184,8.682120323181152,1.0,4,32,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,64,0,1039103743,0.6701794724236976,0.00721809158899286,1.0,1.9005873203277588,0.9969902212511332,7999,8.68455719947815,0.07812833786010742,0.553722620010376,9.380422592163086,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,64,1,1588325423,0.6638905067279168,0.007189954635443409,0.9991999864578247,1.9494781494140625,0.9969902212511332,7999,8.667394161224365,0.07741808891296387,0.5558314323425293,9.363978862762451,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,64,2,1968932054,0.6765595018483879,0.007246413793936431,1.0,2.0088658332824707,0.9969902212511332,7999,8.899892568588257,0.07799768447875977,0.5574667453765869,9.59912633895874,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,128,0,149894701,0.5986316309498818,0.006884419814813042,1.0,1.9114235639572144,0.9969902212511332,7999,9.070809841156006,0.12709999084472656,1.0290403366088867,10.328045129776001,1.0,4,128,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,128,1,1517643429,0.6214175958394819,0.006994001784560076,0.9995999932289124,1.9558333158493042,0.9969902212511332,7999,9.276401996612549,0.1264491081237793,1.1242055892944336,10.594953775405884,1.0,4,128,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,128,2,1010446850,0.6335396653278593,0.007051005764366294,0.9998000264167786,1.9293999671936035,0.9969902212511332,7999,9.143827199935913,0.14127421379089355,1.1828725337982178,10.536076307296753,1.0,4,128,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,256,0,1291275132,0.5443100115281219,0.006609524967388408,1.0,2.005328893661499,0.9969902212511332,7999,9.708323955535889,0.20285773277282715,2.9810311794281006,13.08089828491211,1.0,4,256,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,256,1,376262998,0.5113160131404832,0.006432352963579064,1.0,1.9453117847442627,0.9969902212511332,7999,9.85312557220459,0.20180439949035645,3.3680667877197266,13.612850666046143,1.0,4,256,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,hidden,256,2,4343633,0.5360159461130927,0.006565749151885556,0.9994000196456909,1.9377986192703247,0.9969902212511332,7999,9.763877391815186,0.20023536682128906,2.4119670391082764,12.5888032913208,1.0,4,256,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,500,0,733176429,1.0996484450024226,0.008720262952681463,0.9991999864578247,1.8235645294189453,0.9969902212511332,7999,2.330040454864502,0.07037901878356934,0.09826207160949707,2.557765007019043,1.0,4,64,silu,500,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,500,1,934361701,1.131457596304294,0.008804704789792438,0.9998000264167786,1.858444094657898,0.9969902212511332,7999,2.1717565059661865,0.05857205390930176,0.09689021110534668,2.384392261505127,1.0,4,64,silu,500,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,500,2,553755070,1.1042056379803427,0.008732552712381832,0.9998000264167786,1.833878993988037,0.9969902212511332,7999,2.1600329875946045,0.07144641876220703,0.10270476341247559,2.3931632041931152,1.0,4,64,silu,500,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,1000,0,1078247638,0.8283137088486754,0.007859689445241238,1.0,1.9350707530975342,0.9969902212511332,7999,4.4267332553863525,0.07143187522888184,0.1121358871459961,4.668884754180908,1.0,4,64,silu,1000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,1000,1,598302120,0.9288452134569738,0.008210033237510184,1.0,1.8864245414733887,0.9969902212511332,7999,4.521735668182373,0.07126951217651367,0.11246848106384277,4.763293266296387,1.0,4,64,silu,1000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,1000,2,1929788159,0.8285871716647222,0.007860698306112163,1.0,1.893884539604187,0.9969902212511332,7999,4.448011875152588,0.07090449333190918,0.11115837097167969,4.6871562004089355,1.0,4,64,silu,1000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,2000,0,2036732842,0.6670805893475915,0.007204254220924569,0.9994000196456909,1.9255411624908447,0.9969902212511332,7999,8.795163869857788,0.0825510025024414,0.14336752891540527,9.09156847000122,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,2000,1,1656126211,0.7422741037149478,0.007525642916601839,1.0,2.0804810523986816,0.9969902212511332,7999,8.915563821792603,0.08316755294799805,0.1443157196044922,9.217364072799683,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,2000,2,971302955,0.6949705370325461,0.007326906435753754,0.9995999932289124,1.969944953918457,0.9969902212511332,7999,8.89344835281372,0.08306360244750977,0.14553093910217285,9.190590381622314,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,4000,0,446810387,0.5574346987834531,0.006677789195048988,1.0,1.9071205854415894,0.9969902212511332,7999,17.91109561920166,0.08074712753295898,0.14681625366210938,18.206767082214355,1.0,4,64,silu,4000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,4000,1,1320066630,0.5519660875821479,0.00664949432227832,0.9998000264167786,1.9407548904418945,0.9969902212511332,7999,21.16573739051819,0.14043164253234863,0.14520549774169922,21.513159036636353,1.0,4,64,silu,4000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,4000,2,1307362536,0.5732937086162693,0.006758675420156113,1.0,1.9321619272232056,0.9969902212511332,7999,17.42489242553711,0.08791589736938477,0.14842891693115234,17.723634004592896,1.0,4,64,silu,4000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,8000,0,511674817,0.44259369378772107,0.006035110806898517,0.9998000264167786,2.0256903171539307,0.9969902212511332,7999,34.882319688797,0.1231999397277832,0.14832758903503418,35.2119562625885,1.0,4,64,silu,8000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,8000,1,2016415462,0.4232712403801777,0.005915743919252258,0.9990000128746033,1.9727258682250977,0.9969902212511332,7999,39.185481786727905,0.10144233703613281,0.18753933906555176,39.5583062171936,1.0,4,64,silu,8000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,n_train,8000,2,1798606316,0.42946900653238984,0.005954428662015736,0.9998000264167786,1.9460699558258057,0.9969902212511332,7999,34.32939004898071,0.0807347297668457,0.17174196243286133,34.65048146247864,1.0,4,64,silu,8000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,epochs,25,0,1965837118,1.1710139552964307,0.008905426883847604,1.0,1.8832802772521973,0.9969902212511332,7999,2.176187515258789,0.06734228134155273,0.09644246101379395,2.3933143615722656,1.0,4,64,silu,2000,8000,5000,25,256,0.001,sinkhorn,0.001,1,50000
A,epochs,25,1,661592048,1.1654541105978922,0.008891551250737248,0.9990000128746033,1.852645993232727,0.9969902212511332,7999,2.1753740310668945,0.06759142875671387,0.09954500198364258,2.3964648246765137,1.0,4,64,silu,2000,8000,5000,25,256,0.001,sinkhorn,0.001,1,50000
A,epochs,25,2,1105284969,1.1947113044557511,0.0089635533048877,0.9994000196456909,1.8559476137161255,0.9969902212511332,7999,2.1815273761749268,0.05518078804016113,0.09432291984558105,2.37552809715271,1.0,4,64,silu,2000,8000,5000,25,256,0.001,sinkhorn,0.001,1,50000
A,epochs,50,0,1629777537,0.8530136418212848,0.007949554592837763,0.9994000196456909,1.9134478569030762,0.9969902212511332,7999,4.3274571895599365,0.06774282455444336,0.10829567909240723,4.556664705276489,1.0,4,64,silu,2000,8000,5000,50,256,0.001,sinkhorn,0.001,1,50000
A,epochs,50,1,997651629,0.8778047064301333,0.008037214337771837,0.9998000264167786,1.8886353969573975,0.9969902212511332,7999,4.4818291664123535,0.06890702247619629,0.10954904556274414,4.715547323226929,1.0,4,64,silu,2000,8000,5000,50,256,0.001,sinkhorn,0.001,1,50000
A,epochs,50,2,769225388,0.8760730016196021,0.008031172105415443,0.9998000264167786,1.9030957221984863,0.9969902212511332,7999,4.408459901809692,0.06692695617675781,0.10040092468261719,4.622950553894043,1.0,4,64,silu,2000,8000,5000,50,256,0.001,sinkhorn,0.001,1,50000
A,epochs,100,0,1706704555,0.6987985411058943,0.007343416282950326,1.0,2.0061774253845215,0.9969902212511332,7999,8.707715272903442,0.08061814308166504,0.14242100715637207,8.99977421760559,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,epochs,100,1,2087311186,0.7236808052583115,0.007448876561023607,0.9998000264167786,1.9965938329696655,0.9969902212511332,7999,8.729390382766724,0.09570717811584473,0.16141724586486816,9.06080412864685,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,epochs,100,2,1727710592,0.7107383473217936,0.007394418117587075,1.0,2.005269765853882,0.9969902212511332,7999,8.70011568069458,0.09442567825317383,0.14621353149414062,9.004722833633423,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,epochs,200,0,104719512,0.5246229976219574,0.006504792939877583,0.9998000264167786,1.8914018869400024,0.9969902212511332,7999,17.65959906578064,0.13071751594543457,0.14374256134033203,17.993889570236206,1.0,4,64,silu,2000,8000,5000,200,256,0.001,sinkhorn,0.001,1,50000
A,epochs,200,1,275887119,0.5681896579135852,0.0067328307248407816,1.0,1.926466941833496,0.9969902212511332,7999,17.686753749847412,0.07868194580078125,0.13297104835510254,17.959636926651,1.0,4,64,silu,2000,8000,5000,200,256,0.001,sinkhorn,0.001,1,50000
A,epochs,200,2,755832637,0.5323702053122226,0.006546348168177481,1.0,1.9044644832611084,0.9969902212511332,7999,17.550872564315796,0.07868313789367676,0.14028668403625488,17.83321452140808,1.0,4,64,silu,2000,8000,5000,200,256,0.001,sinkhorn,0.001,1,50000
A,epochs,400,0,1036660919,0.4747674055882136,0.006226133541171795,1.0,2.0431747436523438,0.9969902212511332,7999,35.03099751472473,0.08300971984863281,0.14380788803100586,35.318939447402954,1.0,4,64,silu,2000,8000,5000,400,256,0.001,sinkhorn,0.001,1,50000
A,epochs,400,1,630877211,0.4536220817802352,0.006101644604323536,0.9995999932289124,1.991773247718811,0.9969902212511332,7999,35.08803963661194,0.07841682434082031,0.1446850299835205,35.368876934051514,1.0,4,64,silu,2000,8000,5000,400,256,0.001,sinkhorn,0.001,1,50000
A,epochs,400,2,1897213068,0.4184406185398757,0.005885325640337847,1.0,1.974482536315918,0.9969902212511332,7999,33.851383447647095,0.07578301429748535,0.17444562911987305,34.18206167221069,1.0,4,64,silu,2000,8000,5000,400,256,0.001,sinkhorn,0.001,1,50000
A,coupling,sinkhorn,0,784050675,0.686858734889995,0.007291666154157658,0.9998000264167786,2.016181707382202,0.9969902212511332,7999,9.094401836395264,0.08049178123474121,0.14721918106079102,9.384155988693237,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,coupling,sinkhorn,1,883487455,0.6926919065899213,0.007317043165625539,1.0,2.0031468868255615,0.9969902212511332,7999,8.758984088897705,0.08031225204467773,0.1486515998840332,9.052595376968384,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,coupling,sinkhorn,2,502880824,0.7008037087324723,0.007352033205994169,0.9998000264167786,2.0081396102905273,0.9969902212511332,7999,8.656627416610718,0.07963967323303223,0.14075803756713867,8.937297344207764,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
A,coupling,hungarian,0,1219449143,0.7173918395625307,0.007422520450384182,0.9990000128746033,2.386107921600342,0.9969902212511332,7999,11.080178499221802,0.07398819923400879,0.1438608169555664,11.355720281600952,1.0,4,64,silu,2000,8000,5000,100,256,0.001,hungarian,0.001,1,50000
A,coupling,hungarian,1,547427874,0.6772886228456301,0.00724963656081249,1.0,2.345733404159546,0.9969902212511332,7999,10.551454782485962,0.07679986953735352,0.128525972366333,10.813964366912842,1.0,4,64,silu,2000,8000,5000,100,256,0.001,hungarian,0.001,1,50000
A,coupling,hungarian,2,1980662405,0.7280556670564238,0.007467093150572558,0.9998000264167786,2.431501626968384,0.9969902212511332,7999,10.605390787124634,0.07651066780090332,0.12553119659423828,10.864327192306519,1.0,4,64,silu,2000,8000,5000,100,256,0.001,hungarian,0.001,1,50000
B,epsilon_1,0.0001,0,1214913092,0.6805698371015438,0.007264102568857547,0.9998000264167786,1.9397257566452026,0.19120426931015833,7999,8.77568006515503,0.11111140251159668,0.13274717330932617,9.081333637237549,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.0001,1,50000
B,epsilon_1,0.0001,1,452625038,0.6828483996368391,0.007274114040101056,1.0,2.0053908824920654,0.19120426931015833,7999,8.668639183044434,0.07850980758666992,0.12839436531066895,8.932929992675781,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.0001,1,50000
B,epsilon_1,0.0001,2,2075465241,0.6417425991066494,0.0070890843402729485,0.9998000264167786,1.947410225868225,0.19120426931015833,7999,8.838121175765991,0.07812714576721191,0.13338255882263184,9.108286142349243,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.0001,1,50000
B,epsilon_1,0.001,0,1550972673,0.7032646024475753,0.007362579780444955,1.0,1.9977762699127197,0.9969902212511332,7999,8.634982824325562,0.07839417457580566,0.13582539558410645,8.90932011604309,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
B,epsilon_1,0.001,1,2030918191,0.6925096433174431,0.007316252354756216,0.9994000196456909,1.97480046749115,0.9969902212511332,7999,8.809632778167725,0.07750320434570312,0.1343240737915039,9.08076786994934,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
B,epsilon_1,0.001,2,264041174,0.6657134110820166,0.007198133028957566,0.9995999932289124,1.96730375289917,0.9969902212511332,7999,8.739116907119751,0.07915019989013672,0.14344048500061035,9.023625135421753,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
B,epsilon_1,0.01,0,1554996179,0.67820007502268,0.007253660464045411,1.0,1.9418013095855713,1.0,7999,8.769107103347778,0.07950329780578613,0.14164328575134277,9.054184675216675,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.01,1,50000
B,epsilon_1,0.01,1,1072432987,0.6518595688757785,0.007135508339639278,0.9995999932289124,1.8894026279449463,1.0,7999,8.564186573028564,0.07503271102905273,0.1406693458557129,8.84216046333313,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.01,1,50000
B,epsilon_1,0.01,2,694444030,0.6900487496023402,0.007305566689914436,0.9998000264167786,2.003279685974121,1.0,7999,7.987732887268066,0.07536983489990234,0.1434791088104248,8.264554738998413,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.01,1,50000
B,epsilon_1,0.05,0,1218936598,0.6940590848554962,0.00732296452903954,1.0,1.9799426794052124,1.0,7999,9.058210849761963,0.07520747184753418,0.14275550842285156,9.344860792160034,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.05,1,50000
B,epsilon_1,0.05,1,1408492568,0.6454794715437586,0.007106300572293655,0.9998000264167786,1.9231102466583252,1.0,7999,8.59291958808899,0.0790398120880127,0.1425931453704834,8.875890731811523,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.05,1,50000
B,epsilon_1,0.05,2,358384449,0.691324796231676,0.0073111114767239966,1.0,2.0105204582214355,1.0,7999,8.705668210983276,0.07905721664428711,0.1420726776123047,8.989067792892456,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.05,1,50000
B,epsilon_1,0.1,0,2117545494,0.6808432320102611,0.007265305184465273,0.9995999932289124,1.940004825592041,1.0,7999,8.726560115814209,0.07923412322998047,0.1421806812286377,9.013201475143433,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.1,1,50000
B,epsilon_1,0.1,1,1796815171,0.6478492336226225,0.007117176347582515,1.0,1.8973562717437744,1.0,7999,8.634672403335571,0.07982563972473145,0.14037799835205078,8.920464515686035,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.1,1,50000
B,epsilon_1,0.1,2,830613995,0.6829395312730782,0.007274513697207058,0.9994000196456909,1.9423227310180664,1.0,7999,8.836018323898315,0.08203434944152832,0.13321232795715332,9.109357595443726,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.1,1,50000
B,ell_offset,1,0,1059657146,0.7000745877352301,0.007348902153742741,0.9995999932289124,1.9759039878845215,0.9969902212511332,7999,8.688080787658691,0.08001446723937988,0.13896942138671875,8.964961528778076,1.0,4,64,silu,2000,8000,5000,100,256,0.001,sinkhorn,0.001,1,50000
